2.8,1.166
4,0
3.6,0.49
4,0
2.33,0.471
4,0
4,0
4,0
4,0
3.67,0.471
4,0
3.67,0.471
3.67,0.471
4,0
3.67,0.471
3.67,0.471
3.67,0.471
4,0
3.75,0.433
4,0
4,0
4,0
4,0
4,0
4,0
3.67,0.471
4,0
4,0
3.2,0.748
2.8,1.166
4,0
3.4,0.8
4,0
4,0
4,0
3.75,0.433
3.33,0.471
4,0
4,0
4,0
3.4,0.8
4,0
4,0
3,0
3.67,0.471
3.67,0.471
4,0
4,0
4,0
3.67,0.471
4,0
3.67,0.471
3.67,0.471
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
3.4,0.8
4,0
4,0
3,1.265
3.67,0.471
3.67,0.471
4,0
4,0
4,0
3.67,0.471
3.2,1.166
4,0
4,0
3.33,0.471
3.4,0.8
3.5,0.866
2.67,0.471
3.2,0.748
4,0
3,1.095
3.67,0.471
3.5,0.866
3.67,0.471
1.67,0.943
4,0
2.67,0.471
2.67,0.943
2.67,0.471
2.67,0.943
3.67,0.471
3.67,0.471
4,0
2.6,1.02
3,1.414
4,0
2.6,1.356
4,0
4,0
3,1.414
4,0
4,0
3.33,0.471
4,0
4,0
3.67,0.471
4,0
3.2,0.4
2.67,0.471
2.67,0.943
4,0
3.67,0.471
3.8,0.4
4,0
3.67,0.471
2.67,0.471
3.67,0.471
2.67,0.943
3.33,0.471
3.33,0.471
3.67,0.471
2.4,1.02
3.33,0.943
4,0
2.67,0.471
4,0
3.67,0.471
3.67,0.471
4,0
4,0
4,0
4,0
4,0
4,0
3.67,0.471
3.67,0.471
3.67,0.471
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
2.67,0.471
3.33,0.471
4,0
4,0
3.33,0.943
4,0
4,0
4,0
4,0
3,1.414
3,1.414
3.2,1.166
3.67,0.471
3.67,0.471
2.67,0.943
2.67,0.471
3.67,0.471
3.33,0.943
4,0
3.2,1.166
3.33,0.471
3.33,0.943
2,0
3.67,0.471
2.6,1.02
3,0.632
4,0
2.6,1.02
3,1.414
4,0
3.67,0.471
1.67,0.471
2.67,0.471
3.75,0.433
3.67,0.471
3.67,0.471
2.67,0.471
4,0
4,0
2,1.414
4,0
3.67,0.471
3.67,0.471
3,1.414
4,0
4,0
4,0
3.33,0.471
4,0
3.4,0.8
4,0
4,0
3.67,0.471
3.4,0.8
4,0
4,0
4,0
4,0
2.6,1.02
4,0
4,0
4,0
2,0
3.67,0.471
4,0
4,0
3.33,0.943
4,0
1.8,0.748
4,0
4,0
3.33,0.471
3.67,0.471
4,0
2.67,0.943
4,0
3.67,0.471
3.67,0.471
4,0
4,0
4,0
3.33,0.471
3.67,0.471
4,0
3.75,0.433
3.33,0.943
4,0
3.67,0.471
4,0
4,0
4,0
3.67,0.471
3.67,0.471
3,0.894
4,0
4,0
4,0
3.67,0.471
4,0
4,0
3.67,0.471
4,0
4,0
4,0
2.33,0.471
2.67,0.943
4,0
2.8,1.166
4,0
3.33,0.943
3.4,0.8
3.33,0.943
3,1.414
4,0
4,0
3.33,0.471
4,0
4,0
4,0
4,0
3.75,0.433
4,0
2.33,0.943
3,1.414
4,0
1.67,0.471
4,0
4,0
4,0
4,0
3.67,0.471
2,0
4,0
4,0
4,0
4,0
3,0.894
4,0
4,0
4,0
2.67,0.943
2.67,0.943
3.67,0.471
4,0
4,0
4,0
3.67,0.471
4,0
4,0
4,0
4,0
3.67,0.471
4,0
4,0
3.67,0.471
4,0
2.8,1.166
3.33,0.943
3,1.414
3.67,0.471
3.2,0.748
4,0
3.67,0.471
2.8,0.748
4,0
3.67,0.471
4,0
3.67,0.471
4,0
3.67,0.471
3.33,0.471
4,0
1.67,0.471
3.33,0.471
3.67,0.471
4,0
3.75,0.433
4,0
3.5,0.764
3.67,0.471
4,0
4,0
3.67,0.471
4,0
4,0
3.67,0.471
3.67,0.471
4,0
3.33,0.471
4,0
4,0
4,0
4,0
2.67,0.943
3,0
4,0
4,0
3.67,0.471
3.33,0.471
4,0
3.2,0.748
4,0
2.6,1.2
3.33,0.943
4,0
4,0
4,0
4,0
4,0
4,0
3.4,0.8
2,0
4,0
3.33,0.943
4,0
4,0
4,0
4,0
4,0
3,1.095
4,0
4,0
4,0
4,0
3.33,0.943
4,0
4,0
4,0
3.2,0.748
3.33,0.943
3.33,0.943
4,0
3.67,0.471
2.67,0.471
2,0
3.2,0.748
2.8,1.166
2,0
1.67,0.471
3.33,0.943
3.33,0.471
2.33,0.471
2.67,0.943
2.33,0.471
1.33,0.471
2,0
3.67,0.471
2.4,1.02
3.33,0.943
1.67,0.471
1.67,0.471
2.67,0.943
1.67,0.471
2.2,1.166
4,0
4,0
3.67,0.471
4,0
4,0
3.75,0.433
3.67,0.471
4,0
3.33,0.471
3.67,0.471
4,0
4,0
3.67,0.471
4,0
3.67,0.471
4,0
4,0
3,0.894
4,0
4,0
4,0
4,0
3.75,0.433
3.6,0.49
3.67,0.471
2.8,1.166
3,0
4,0
3.67,0.471
4,0
4,0
3.67,0.471
4,0
3.67,0.471
4,0
3.67,0.471
4,0
3.67,0.471
3.33,0.943
4,0
3.67,0.471
4,0
4,0
3,1.095
4,0
3.33,0.471
3.67,0.471
4,0
4,0
3.33,0.471
3.67,0.471
3.67,0.471
3.33,0.943
3.67,0.471
4,0
3.67,0.471
3.67,0.471
2.67,0.471
2.67,0.471
3.67,0.471
3.67,0.471
4,0
3.6,0.49
2.67,0.471
3.8,0.4
2.33,0.943
3.4,0.8
3.67,0.471
3.67,0.471
3.2,0.748
4,0
3.33,0.471
3.33,0.943
4,0
3.67,0.471
3.33,0.943
3.67,0.471
3.5,0.866
4,0
4,0
3.67,0.471
4,0
4,0
4,0
2.67,0.471
4,0
4,0
3,0.894
3.67,0.471
4,0
3.5,0.866
3.4,0.8
3,1.265
3.67,0.471
3.33,0.943
3.2,0.748
3.4,0.8
4,0
4,0
3.33,0.943
4,0
4,0
4,0
4,0
4,0
4,0
3.33,0.471
3.67,0.471
4,0
4,0
3,1.414
4,0
4,0
4,0
3.33,0.943
4,0
3.33,0.943
4,0
4,0
3.67,0.471
2.4,1.02
3.75,0.433
3.33,0.943
2.67,0.943
4,0
3.2,0.748
4,0
4,0
3.67,0.471
3.67,0.471
4,0
3.67,0.471
3.67,0.471
3.75,0.433
3,1.095
3.33,0.943
3.33,0.943
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
3,1.095
4,0
4,0
4,0
4,0
4,0
3.4,0.8
3.67,0.471
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
2.8,0.748
4,0
3.67,0.471
4,0
4,0
4,0
3.67,0.471
4,0
4,0
3.67,0.471
3.33,0.943
4,0
3.33,0.943
4,0
3.6,0.49
4,0
4,0
4,0
4,0
3.6,0.49
4,0
4,0
4,0
3.33,0.943
3.67,0.471
4,0
4,0
3.67,0.471
4,0
4,0
4,0
4,0
4,0
3.67,0.471
3.2,0.748
4,0
4,0
3.67,0.471
4,0
3.67,0.471
4,0
4,0
4,0
3.67,0.471
4,0
4,0
4,0
4,0
4,0
3.33,0.471
3.67,0.471
4,0
3.67,0.471
3.67,0.471
4,0
2.33,0.471
4,0
3,1.265
4,0
4,0
4,0
4,0
4,0
3.67,0.471
4,0
3.75,0.433
4,0
3.67,0.471
3.75,0.433
3.33,0.943
3.33,0.471
4,0
4,0
2.33,0.471
3.67,0.471
4,0
4,0
4,0
4,0
3.75,0.433
3.33,0.471
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
3.67,0.471
3.4,0.8
4,0
4,0
3,0.894
4,0
4,0
4,0
4,0
3.75,0.433
4,0
4,0
4,0
4,0
4,0
4,0
3.67,0.471
3.67,0.471
4,0
4,0
4,0
4,0
3.67,0.471
4,0
4,0
3.67,0.471
3.67,0.471
4,0
4,0
4,0
4,0
4,0
2.33,0.471
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
3.75,0.433
3.67,0.471
4,0
4,0
4,0
4,0
4,0
3,0
4,0
3.75,0.433
3.67,0.471
4,0
3.67,0.471
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
3,0.894
4,0
4,0
4,0
4,0
2.33,0.471
3.75,0.433
2.33,0.943
3.67,0.471
4,0
2.33,0.471
2.33,0.471
3.67,0.471
3.33,0.471
3.33,0.471
4,0
2.67,0.471
3.67,0.471
3.33,0.943
3.33,0.943
3.67,0.471
4,0
3.67,0.471
3.67,0.471
3.67,0.471
3.67,0.471
4,0
3.33,0.471
4,0
4,0
3.67,0.471
3.67,0.471
3.33,0.471
4,0
3.8,0.4
4,0
4,0
3.33,0.471
4,0
3.67,0.471
3.4,0.8
3.67,0.471
3.67,0.471
2.33,0.471
1.67,0.471
3.67,0.471
4,0
3.67,0.471
4,0
2.67,0.943
4,0
3,0
3.67,0.471
3.67,0.471
3.67,0.471
4,0
4,0
4,0
4,0
4,0
3.67,0.471
4,0
4,0
4,0
3.33,0.943
4,0
4,0
4,0
4,0
2.33,0.471
3.67,0.471
4,0
2.67,0.471
3.33,0.471
4,0
3.4,0.8
4,0
4,0
4,0
4,0
4,0
3.75,0.433
3.67,0.471
4,0
4,0
4,0
3.75,0.433
4,0
4,0
3.33,0.943
2.67,0.943
4,0
4,0
4,0
3.4,0.8
4,0
4,0
3.33,0.943
3.33,0.943
4,0
4,0
4,0
4,0
4,0
4,0
4,0
3.67,0.471
4,0
4,0
4,0
4,0
3.75,0.433
3.67,0.471
4,0
3.33,0.943
3.67,0.471
4,0
4,0
4,0
3.33,0.471
3.33,0.471
4,0
4,0
4,0
4,0
2.2,0.748
4,0
4,0
4,0
3.33,0.943
3.67,0.471
3.33,0.943
3.2,0.748
4,0
4,0
4,0
4,0
1.67,0.471
2.8,1.166
2.67,0.471
2.33,0.943
3.33,0.471
4,0
3.33,0.943
4,0
3,1.414
2.8,0.748
2.8,0.748
3.67,0.471
2.8,1.166
2.67,0.471
3.2,0.748
1.67,0.943
2.67,0.471
3,0
2.33,0.943
3.67,0.471
3.67,0.471
2.33,0.471
2.4,1.02
3.67,0.471
3.33,0.471
4,0
4,0
4,0
4,0
4,0
2.67,0.471
4,0
2.67,0.471
4,0
4,0
3.67,0.471
4,0
4,0
3.67,0.471
4,0
4,0
4,0
4,0
3.67,0.471
4,0
4,0
4,0
3.33,0.471
4,0
3.67,0.471
3.67,0.471
2.33,0.943
3.67,0.471
4,0
3.67,0.471
4,0
2.33,0.471
4,0
4,0
4,0
2.33,0.471
3.33,0.471
3.67,0.471
4,0
4,0
3,1.155
3.67,0.471
4,0
4,0
4,0
4,0
4,0
4,0
4,0
3,0
3.67,0.471
4,0
3.67,0.471
3.67,0.471
3.33,0.471
3.33,0.471
3,1.095
4,0
4,0
3.67,0.471
4,0
2.33,0.471
2.6,0.8
3.33,0.943
4,0
3.67,0.471
3.2,0.748
3.33,0.471
3,0
3.67,0.471
4,0
3.4,0.8
3.33,0.943
3.4,0.49
3.67,0.471
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
3.67,0.471
4,0
4,0
3.67,0.471
4,0
3,0
4,0
3.67,0.471
4,0
4,0
3,0.632
3.67,0.471
4,0
4,0
3.67,0.471
2.67,0.471
3.33,0.471
4,0
3.67,0.471
4,0
4,0
3.67,0.471
4,0
2.4,1.02
4,0
3.67,0.471
4,0
3.2,0.748
4,0
4,0
4,0
3.67,0.471
2.33,0.471
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
3.33,0.471
4,0
4,0
4,0
4,0
3,0.894
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
3.67,0.471
4,0
4,0
4,0
4,0
3.67,0.471
4,0
4,0
3.4,0.8
4,0
3.67,0.471
3.33,0.943
4,0
4,0
3.33,0.471
3.67,0.471
3.67,0.471
4,0
4,0
4,0
4,0
4,0
2.67,0.471
4,0
2.33,0.471
4,0
3.33,0.471
4,0
4,0
3.67,0.471
4,0
3.67,0.471
3,1.414
3.33,0.471
2,0
4,0
4,0
4,0
4,0
4,0
3.33,0.471
3.33,0.471
2.67,0.471
3.67,0.471
3.67,0.471
3.33,0.943
3.67,0.471
4,0
4,0
3.67,0.471
4,0
2.67,0.943
3.67,0.471
2,0
4,0
3.67,0.471
3.67,0.471
2.33,0.943
4,0
4,0
4,0
4,0
4,0
4,0
3.4,0.8
2.8,1.166
4,0
3.33,0.943
3,1.414
4,0
4,0
3.67,0.471
3.67,0.471
4,0
3.67,0.471
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
2,0
3.67,0.471
4,0
4,0
4,0
3.75,0.433
3.67,0.471
3.33,0.471
4,0
4,0
3.67,0.471
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
3.67,0.471
4,0
4,0
3.67,0.471
4,0
4,0
3.75,0.433
4,0
4,0
4,0
3.67,0.471
3.2,1.166
4,0
4,0
4,0
4,0
4,0
3.67,0.471
4,0
4,0
2,0
4,0
3.33,0.943
4,0
3.67,0.471
3.6,0.49
3.33,0.943
3.2,0.748
3.33,0.471
2.8,1.166
4,0
3.2,1.166
3.33,0.471
3.67,0.471
3.67,0.471
3.67,0.471
2.8,1.166
3.33,0.943
4,0
3.33,0.943
3,1.265
4,0
3.33,0.943
4,0
3.67,0.471
4,0
3.67,0.471
3,1.414
4,0
3.67,0.471
3.67,0.471
3.33,0.943
3.67,0.471
4,0
3.67,0.471
4,0
2.67,0.471
4,0
4,0
3,0.632
3.67,0.471
4,0
3.33,0.471
3.33,0.471
2.6,1.02
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
3.2,0.748
3.67,0.471
3.67,0.471
4,0
4,0
3.67,0.471
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
3.67,0.471
4,0
4,0
4,0
4,0
2.6,1.02
4,0
4,0
3,0.894
4,0
3.67,0.471
2.6,1.2
4,0
3.67,0.471
3.67,0.471
4,0
3.4,0.8
4,0
1.67,0.943
4,0
3.33,0.471
4,0
3.67,0.471
4,0
3.33,0.471
3.67,0.471
4,0
3.67,0.471
4,0
4,0
3.67,0.471
4,0
4,0
3.33,0.471
4,0
4,0
3.67,0.471
4,0
3.67,0.471
4,0
3.67,0.471
4,0
3.67,0.471
4,0
3.33,0.471
2.67,0.471
2,0
2.6,0.8
3.2,0.748
4,0
4,0
2.67,0.471
4,0
4,0
4,0
3,0.632
3.67,0.471
3.67,0.471
4,0
2.67,0.471
2.8,0.748
2.33,0.943
3.67,0.471
4,0
2.33,0.943
2.67,0.471
4,0
2.67,0.943
3.33,0.943
3,0.632
4,0
3.75,0.433
4,0
4,0
3.67,0.471
4,0
1.67,0.471
3.67,0.471
3.33,0.471
4,0
3.33,0.943
4,0
4,0
4,0
2.33,0.471
4,0
2,0
4,0
3.67,0.471
4,0
4,0
4,0
3.67,0.471
3.2,1.166
4,0
3,0.632
4,0
3.4,0.8
4,0
2.8,1.166
3.67,0.471
4,0
4,0
2.8,1.166
1.67,0.471
4,0
3.2,0.748
4,0
3.33,0.471
2.67,0.471
4,0
3.75,0.433
4,0
3.67,0.471
4,0
4,0
3,0
2.67,0.471
2.67,0.943
3.67,0.471
4,0
4,0
3.67,0.471
3.67,0.471
3.67,0.471
4,0
4,0
4,0
4,0
3.67,0.471
4,0
3.33,0.943
2,0
4,0
4,0
3.33,0.471
4,0
4,0
3.33,0.471
3.33,0.943
4,0
3.67,0.471
4,0
4,0
4,0
4,0
3.67,0.471
2.33,0.471
4,0
4,0
3.33,0.943
4,0
3.67,0.471
3.75,0.433
3.33,0.471
3.33,0.943
2.67,0.471
3.33,0.943
3.17,1.067
4,0
4,0
3.75,0.433
2.67,0.471
3.67,0.471
3.33,0.943
3.67,0.471
3.2,1.166
3.67,0.471
3.33,0.471
4,0
4,0
3.67,0.471
4,0
4,0
4,0
3.67,0.471
4,0
3.67,0.471
4,0
3.2,1.166
3.67,0.471
4,0
3.33,0.471
4,0
4,0
4,0
3.33,0.943
4,0
2.8,1.166
4,0
2.4,1.356
3.67,0.471
4,0
3.2,0.748
3.67,0.471
4,0
4,0
3,0.632
2.33,0.943
4,0
4,0
2.8,0.748
1.33,0.471
3.67,0.471
3.4,0.8
3.67,0.471
3.33,0.471
3.33,0.943
2.8,0.748
3.67,0.471
3.67,0.471
3.33,0.471
3.4,0.8
3.33,0.943
4,0
3.67,0.471
3.67,0.471
2.67,0.471
4,0
4,0
3.67,0.471
4,0
4,0
3.33,0.943
3,1.414
4,0
4,0
4,0
4,0
4,0
4,0
4,0
3.33,0.471
4,0
4,0
4,0
4,0
4,0
4,0
4,0
3.67,0.471
4,0
4,0
3.33,0.943
3.67,0.471
4,0
3.2,0.748
4,0
4,0
4,0
3.33,0.943
4,0
4,0
3.67,0.471
2.67,0.471
4,0
4,0
3.67,0.471
3.6,0.49
4,0
4,0
3.33,0.471
3.67,0.471
2.8,0.748
3.67,0.471
2,0
4,0
4,0
3.33,0.943
3.4,0.8
4,0
2.2,0.748
3.5,0.866
4,0
2.6,1.02
4,0
4,0
3,1.095
3.4,0.8
4,0
4,0
3.67,0.471
4,0
3.67,0.471
4,0
3.67,0.471
4,0
4,0
3.33,0.943
3.67,0.471
3.67,0.471
2,0.632
4,0
3.67,0.471
4,0
4,0
4,0
2.6,1.02
4,0
4,0
4,0
4,0
4,0
4,0
2.67,0.943
3.8,0.4
4,0
4,0
4,0
3.67,0.471
3.67,0.471
4,0
3.33,0.943
3.67,0.471
4,0
2.67,0.471
4,0
4,0
4,0
4,0
3,1
2.5,0.866
1.33,0.471
3.33,0.943
3.33,0.471
3.33,0.471
3.4,0.8
2.67,0.471
2.67,0.943
2.67,0.471
2.67,0.471
3.33,0.471
3.33,0.943
4,0
3.4,0.8
3,0.894
3.2,0.748
3.67,0.471
4,0
3.33,0.471
3.33,0.471
3.2,0.748
3.67,0.471
3.67,0.471
2.67,0.471
4,0
4,0
3.67,0.471
4,0
3.67,0.471
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
3.33,0.943
4,0
4,0
4,0
4,0
4,0
3.33,0.471
4,0
4,0
3.67,0.471
4,0
4,0
4,0
3.67,0.471
4,0
4,0
3.33,0.471
3.33,0.471
4,0
2.33,0.471
3.67,0.471
3.67,0.471
3.67,0.471
4,0
2.33,0.471
4,0
3.75,0.433
4,0
3.33,0.943
3.67,0.471
3.67,0.471
3.33,0.943
4,0
3.33,0.943
3.33,0.471
3.33,0.471
3.67,0.471
2.67,0.471
3.33,0.471
2.4,1.02
3.67,0.471
3.33,0.943
4,0
2.33,0.471
3.33,0.471
2.67,0.471
2.8,1.166
3.67,0.471
2.2,0.748
2.6,0.8
3.33,0.471
2.67,0.471
3.2,0.748
2.67,0.471
3.33,0.471
2.83,0.687
3.67,0.471
3.67,0.471
3.33,0.471
3.67,0.471
3.33,0.943
2.8,1.166
3.67,0.471
3.67,0.471
4,0
4,0
2.6,1.02
3.4,0.8
4,0
4,0
4,0
3.67,0.471
4,0
3.67,0.471
4,0
3.67,0.471
3,1.414
4,0
3.67,0.471
3.67,0.471
3.67,0.471
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
3.67,0.471
4,0
4,0
3.75,0.433
4,0
3.67,0.471
4,0
4,0
2.67,0.471
4,0
4,0
3.67,0.471
4,0
4,0
4,0
4,0
3.33,0.471
3.67,0.471
2.6,1.02
4,0
4,0
4,0
3.67,0.471
4,0
4,0
3.2,0.748
4,0
4,0
4,0
4,0
4,0
4,0
4,0
3.33,0.943
4,0
3,0.894
4,0
4,0
2.8,0.98
3.67,0.471
3,1.095
4,0
4,0
4,0
4,0
4,0
2.8,1.166
4,0
4,0
4,0
4,0
4,0
4,0
3.4,0.8
4,0
4,0
4,0
3.67,0.471
4,0
4,0
4,0
4,0
3.67,0.471
4,0
3.33,0.943
2.67,0.943
4,0
4,0
4,0
2.67,0.471
3.67,0.471
3.33,0.471
2.67,0.471
3.67,0.471
1.67,0.471
2.2,0.748
3.33,0.471
1.33,0.471
4,0
3.33,0.471
4,0
3,0
2.33,0.943
3.67,0.471
2.2,0.98
3.25,0.433
4,0
2,0
4,0
2.67,0.745
3.33,0.471
4,0
4,0
2.33,0.471
4,0
1.67,0.471
3.6,0.49
4,0
4,0
3.67,0.471
3.67,0.471
2.67,0.943
2.33,0.943
2.67,0.471
2,0.632
2.33,0.471
2.67,0.471
2.33,0.471
2,0
2,0
1.67,0.471
2.33,0.471
2,0
2,0
